Jahr,Nation bisher,Kontinent bisher,Geschlecht,Altersklasse,Einbuergerungen
2015,Israel,Asien,W,20-39,2
2015,Eritrea,Afrika,M,40-59,2
2015,Sri Lanka,Asien,W,40-59,12
2015,Somalia,Afrika,W,20-39,6
2015,Rumaenien,Europa,M,0-19,2
2015,Somalia,Afrika,M,40-59,3
2015,Italien,Europa,M,60-79,13
2015,Somalia,Afrika,M,20-39,2
2015,Iran,Asien,W,60-79,1
2015,Dominikanische Republik,Amerika,W,20-39,5
2015,Kirgisistan,Asien,M,0-19,1
2015,Mazedonien,Europa,M,0-19,19
2015,Israel,Asien,W,60-79,1
2015,China,Asien,W,20-39,11
2015,Mazedonien,Europa,W,0-19,16
2015,Australien,Ozeanien,M,20-39,2
2015,Suedafrika,Afrika,W,20-39,2
2015,Venezuela,Amerika,M,20-39,1
2015,China,Asien,W,40-59,6
2015,Dominikanische Republik,Amerika,M,20-39,6
2015,Bosnien und Herzegowina,Europa,M,20-39,9
2015,Tunesien,Afrika,W,0-19,1
2015,Aegypten,Afrika,M,40-59,1
2015,Bosnien und Herzegowina,Europa,M,60-79,2
2015,Slowenien,Europa,M,40-59,2
2015,Vietnam,Asien,W,40-59,1
2015,Mazedonien,Europa,M,40-59,6
2015,Australien,Ozeanien,W,20-39,1
2015,Kolumbien,Amerika,W,20-39,4
2015,Kroatien,Europa,W,60-79,1
2015,Polen,Europa,M,60-79,1
2015,Irland,Europa,M,40-59,2
2015,Tunesien,Afrika,W,40-59,2
2015,Dominikanische Republik,Amerika,M,0-19,6
2015,Chile,Amerika,W,40-59,3
2015,Aegypten,Afrika,W,20-39,2
2015,Chile,Amerika,W,0-19,2
2015,Philippinen,Asien,M,0-19,2
2015,Finnland,Europa,M,40-59,2
2015,Pakistan,Asien,M,20-39,7
2015,Mexiko,Amerika,M,20-39,3
2015,Brasilien,Amerika,W,40-59,9
2015,Libanon,Asien,W,20-39,4
2015,Brasilien,Amerika,W,20-39,17
2015,Aegypten,Afrika,M,0-19,1
2015,Pakistan,Asien,W,40-59,4
2015,Aegypten,Afrika,W,0-19,1
2015,Bosnien und Herzegowina,Europa,W,60-79,3
2015,Armenien,Asien,M,20-39,2
2015,Irland,Europa,M,20-39,1
2015,Kap Verde,Afrika,M,40-59,1
2015,Frankreich,Europa,W,60-79,2
2015,Griechenland,Europa,M,40-59,8
2015,Malaysia,Asien,M,40-59,1
2015,Costa Rica,Amerika,W,40-59,1
2015,Mongolei,Asien,M,20-39,1
2015,Portugal,Europa,W,40-59,18
2015,Niederlande,Europa,W,0-19,5
2015,Irak,Asien,M,60-79,1
2015,Kongo (Kinshasa),Afrika,W,40-59,3
2015,Liechtenstein,Europa,W,0-19,1
2015,Ruanda,Afrika,W,20-39,1
2015,Sri Lanka,Asien,W,20-39,11
2015,Jordanien,Asien,M,40-59,1
2015,Kanada,Amerika,W,0-19,1
2015,Ecuador,Amerika,W,40-59,4
2015,Kongo (Brazzaville),Afrika,M,20-39,2
2015,Ungarn,Europa,M,60-79,1
2015,Ecuador,Amerika,M,20-39,6
2015,Daenemark,Europa,M,40-59,1
2015,China,Asien,M,20-39,6
2015,Spanien,Europa,W,60-79,7
2015,Kambodscha,Asien,M,0-19,1
2015,Serbien,Europa,M,20-39,31
2015,Mauritius,Afrika,M,20-39,1
2015,Ungarn,Europa,W,20-39,3
2015,Bulgarien,Europa,M,0-19,2
2015,Liechtenstein,Europa,W,20-39,2
2015,Iran,Asien,M,0-19,2
2015,Schweden,Europa,W,40-59,4
2015,Mongolei,Asien,W,20-39,1
2015,Kanada,Amerika,M,40-59,4
2015,Kolumbien,Amerika,W,40-59,2
2015,Vietnam,Asien,M,20-39,1
2015,Spanien,Europa,M,60-79,6
2015,Kanada,Amerika,W,20-39,1
2015,Kolumbien,Amerika,M,0-19,4
2015,Mexiko,Amerika,M,40-59,4
2015,Thailand,Asien,W,60-79,1
2015,Grossbritannien,Europa,M,20-39,6
2015,Elfenbeinkueste,Afrika,W,0-19,1
2015,Thailand,Asien,W,40-59,5
2015,Ungarn,Europa,W,40-59,5
2015,Ukraine,Europa,W,20-39,14
2015,Kroatien,Europa,M,40-59,6
2015,Oesterreich,Europa,W,60-79,2
2015,Armenien,Asien,W,20-39,2
2015,Angola,Afrika,M,40-59,1
2015,Spanien,Europa,W,20-39,26
2015,Kuba,Amerika,M,40-59,4
2015,Tuerkei,Europa,W,0-19,36
2015,China,Asien,W,0-19,7
2015,Irak,Asien,W,0-19,23
2015,Algerien,Afrika,W,0-19,1
2015,Deutschland,Europa,W,0-19,90
2015,Spanien,Europa,M,40-59,26
2015,Kirgisistan,Asien,M,40-59,1
2015,Tuerkei,Europa,W,40-59,25
2015,Ungarn,Europa,M,40-59,1
2015,Tunesien,Afrika,M,0-19,3
2015,Angola,Afrika,W,40-59,2
2015,Bhutan,Asien,M,40-59,1
2015,Polen,Europa,W,20-39,7
2015,Argentinien,Amerika,W,40-59,2
2015,Brasilien,Amerika,M,40-59,9
2015,Schweden,Europa,W,20-39,1
2015,Portugal,Europa,M,20-39,24
2015,Algerien,Afrika,M,40-59,2
2015,Syrien,Asien,M,20-39,1
2015,Rumaenien,Europa,M,20-39,3
2015,Marokko,Afrika,M,20-39,2
2015,Mexiko,Amerika,W,40-59,1
2015,Daenemark,Europa,M,20-39,2
2015,Daenemark,Europa,W,0-19,1
2015,Libyen,Afrika,W,0-19,1
2015,Tschechische Republik,Europa,W,40-59,3
2015,Grossbritannien,Europa,M,0-19,5
2015,Mexiko,Amerika,M,0-19,3
2015,USA,Amerika,W,60-79,1
2015,Dominikanische Republik,Amerika,W,0-19,6
2015,Portugal,Europa,M,0-19,33
2015,Bosnien und Herzegowina,Europa,W,20-39,15
2015,Litauen,Europa,M,0-19,1
2015,Nigeria,Afrika,W,20-39,2
2015,China,Asien,M,0-19,7
2015,Kuba,Amerika,M,20-39,4
2015,Nicaragua,Amerika,W,20-39,1
2015,Jemen,Asien,M,40-59,1
2015,Bolivien,Amerika,W,40-59,3
2015,Niederlande,Europa,W,40-59,9
2015,Lettland,Europa,W,40-59,2
2015,Antigua und Barbuda,Amerika,M,20-39,1
2015,Bulgarien,Europa,W,60-79,1
2015,Bosnien und Herzegowina,Europa,W,0-19,14
2015,Ungarn,Europa,M,20-39,4
2015,Albanien,Europa,M,20-39,1
2015,Tschechische Republik,Europa,W,60-79,1
2015,Somalia,Afrika,M,60-79,1
2015,Peru,Amerika,W,40-59,1
2015,Suedkorea,Asien,W,60-79,1
2015,Bulgarien,Europa,W,40-59,2
2015,Malaysia,Asien,W,0-19,1
2015,Afghanistan,Asien,M,20-39,6
2015,Rumaenien,Europa,W,20-39,3
2015,Oesterreich,Europa,W,40-59,7
2015,Oesterreich,Europa,W,20-39,7
2015,Pakistan,Asien,W,0-19,6
2015,Bangladesch,Asien,W,20-39,3
2015,Syrien,Asien,M,0-19,3
2015,Ungarn,Europa,W,60-79,1
2015,Vietnam,Asien,M,0-19,3
2015,Niederlande,Europa,M,60-79,1
2015,Tschechische Republik,Europa,M,20-39,2
2015,Tunesien,Afrika,W,20-39,3
2015,Angola,Afrika,M,0-19,11
2015,Jordanien,Asien,W,0-19,1
2015,Niederlande,Europa,M,40-59,9
2015,Griechenland,Europa,W,0-19,3
2015,Albanien,Europa,W,20-39,1
2015,Italien,Europa,W,60-79,11
2015,Malaysia,Asien,M,0-19,1
2015,Elfenbeinkueste,Afrika,W,20-39,1
2015,Italien,Europa,M,40-59,79
2015,Niederlande,Europa,M,20-39,1
2015,Schweden,Europa,M,20-39,3
2015,Jemen,Asien,W,0-19,2
2015,Spanien,Europa,M,20-39,20
2015,Moldova,Europa,W,20-39,1
2015,Rumaenien,Europa,M,40-59,4
2015,Belgien,Europa,M,20-39,2
2015,Grossbritannien,Europa,M,40-59,15
2015,Slowakei,Europa,W,0-19,2
2015,Oesterreich,Europa,M,40-59,4
2015,Japan,Asien,M,60-79,1
2015,Grossbritannien,Europa,W,20-39,5
2015,Rumaenien,Europa,W,40-59,3
2015,Libanon,Asien,M,40-59,5
2015,Sri Lanka,Asien,M,40-59,8
2015,Rumaenien,Europa,W,0-19,7
2015,Suedkorea,Asien,M,0-19,1
2015,Irak,Asien,M,0-19,19
2015,Bosnien und Herzegowina,Europa,M,40-59,14
2015,Deutschland,Europa,W,20-39,112
2015,Frankreich,Europa,M,60-79,2
2015,Jordanien,Asien,M,0-19,1
2015,Polen,Europa,W,40-59,7
2015,Peru,Amerika,M,40-59,2
2015,Armenien,Asien,M,40-59,1
2015,Kolumbien,Amerika,W,0-19,2
2015,Israel,Asien,M,40-59,1
2015,Afghanistan,Asien,W,20-39,1
2015,Afghanistan,Asien,W,40-59,1
2015,Frankreich,Europa,W,40-59,9
2015,Iran,Asien,W,40-59,7
2015,Tschechische Republik,Europa,W,20-39,1
2015,Deutschland,Europa,W,40-59,194
2015,Iran,Asien,M,60-79,3
2015,Kongo (Kinshasa),Afrika,M,0-19,1
2015,Brasilien,Amerika,M,20-39,6
2015,Mongolei,Asien,W,0-19,3
2015,Slowakei,Europa,W,20-39,7
2015,Indien,Asien,W,20-39,3
2015,Indien,Asien,W,0-19,4
2015,Slowenien,Europa,W,20-39,2
2015,Schweden,Europa,M,0-19,3
2015,Finnland,Europa,W,20-39,3
2015,Tuerkei,Europa,M,40-59,31
2015,Schweden,Europa,W,60-79,1
2015,Armenien,Asien,W,0-19,3
2015,Russland,Europa,W,20-39,14
2015,Norwegen,Europa,W,20-39,1
2015,Mongolei,Asien,W,40-59,1
2015,Libanon,Asien,W,0-19,3
2015,Iran,Asien,M,20-39,4
2015,Irak,Asien,M,20-39,12
2015,Irak,Asien,W,20-39,7
2015,Jamaika,Amerika,M,40-59,1
2015,Israel,Asien,M,0-19,2
2015,Frankreich,Europa,W,0-19,9
2015,Kanada,Amerika,M,20-39,1
2015,Kroatien,Europa,W,0-19,7
2015,Dominikanische Republik,Amerika,M,40-59,1
2015,Polen,Europa,M,0-19,1
2015,Kuba,Amerika,W,60-79,1
2015,Indien,Asien,M,60-79,1
2015,Mazedonien,Europa,W,40-59,5
2015,USA,Amerika,M,20-39,5
2015,Albanien,Europa,M,0-19,1
2015,Frankreich,Europa,M,40-59,9
2015,Daenemark,Europa,M,0-19,3
2015,Bulgarien,Europa,W,0-19,5
2015,Belgien,Europa,W,40-59,1
2015,Frankreich,Europa,M,0-19,1
2015,Marokko,Afrika,W,20-39,3
2015,Kanada,Amerika,W,40-59,5
2015,Peru,Amerika,M,20-39,3
2015,Daenemark,Europa,W,20-39,1
2015,Italien,Europa,W,0-19,31
2015,Frankreich,Europa,M,20-39,13
2015,Griechenland,Europa,M,0-19,1
2015,Bangladesch,Asien,M,0-19,18
2015,Thailand,Asien,M,20-39,3
2015,Griechenland,Europa,W,20-39,4
2015,Mexiko,Amerika,W,20-39,6
2015,Libanon,Asien,M,20-39,1
2015,Grossbritannien,Europa,M,60-79,1
2015,Israel,Asien,M,20-39,4
2015,Grossbritannien,Europa,W,40-59,7
2015,Chinesisches Taipei,Asien,W,40-59,1
2015,USA,Amerika,W,40-59,9
2015,Argentinien,Amerika,M,40-59,2
2015,Costa Rica,Amerika,M,20-39,1
2015,Belgien,Europa,W,20-39,2
2015,Irland,Europa,W,40-59,1
2015,Italien,Europa,W,20-39,40
2015,Jordanien,Asien,W,40-59,1
2015,Brasilien,Amerika,W,0-19,5
2015,Serbien,Europa,M,0-19,40
2015,Sri Lanka,Asien,W,0-19,17
2015,Mazedonien,Europa,M,60-79,1
2015,Serbien,Europa,M,40-59,22
2015,Luxemburg,Europa,M,40-59,2
2015,Indien,Asien,M,20-39,4
2015,Sri Lanka,Asien,M,0-19,24
2015,Eritrea,Afrika,M,20-39,3
2015,Oesterreich,Europa,M,20-39,7
2015,Indien,Asien,M,0-19,8
2015,Italien,Europa,W,40-59,49
2015,Montenegro,Europa,M,0-19,2
2015,Iran,Asien,W,20-39,3
2015,Bangladesch,Asien,M,40-59,7
2015,Pakistan,Asien,M,0-19,8
2015,Malaysia,Asien,M,20-39,1
2015,Laos,Asien,W,40-59,1
2015,Bulgarien,Europa,M,60-79,1
2015,Jordanien,Asien,M,20-39,2
2015,Kirgisistan,Asien,W,0-19,2
2015,Israel,Asien,M,60-79,1
2015,Armenien,Asien,W,40-59,3
2015,Irak,Asien,M,40-59,16
2015,Portugal,Europa,M,40-59,20
2015,Sri Lanka,Asien,M,20-39,8
2015,Portugal,Europa,W,60-79,1
2015,Tuerkei,Europa,M,60-79,3
2015,Kolumbien,Amerika,M,40-59,1
2015,Pakistan,Asien,W,20-39,6
2015,Tunesien,Afrika,M,20-39,4
2015,Suedafrika,Afrika,M,20-39,1
2015,Bulgarien,Europa,W,20-39,4
2015,China,Asien,M,40-59,5
2015,Kasachstan,Asien,W,20-39,1
2015,Thailand,Asien,M,40-59,1
2015,Niederlande,Europa,W,60-79,1
2015,Kamerun,Afrika,W,20-39,1
2015,Mazedonien,Europa,W,20-39,12
2015,Kuba,Amerika,W,40-59,2
2015,Kroatien,Europa,W,40-59,12
2015,Daenemark,Europa,W,40-59,1
2015,Serbien,Europa,W,40-59,21
2015,Kroatien,Europa,M,20-39,9
2015,Deutschland,Europa,M,20-39,85
2015,Venezuela,Amerika,W,20-39,1
2015,Philippinen,Asien,W,40-59,4
2015,Kasachstan,Asien,M,20-39,1
2015,Angola,Afrika,M,20-39,2
2015,Irland,Europa,M,0-19,3
2015,Serbien,Europa,M,60-79,9
2015,Finnland,Europa,W,0-19,2
2015,Deutschland,Europa,M,40-59,206
2015,Aegypten,Afrika,W,60-79,1
2015,Deutschland,Europa,M,60-79,16
2015,Barbados,Amerika,M,40-59,1
2015,Togo,Afrika,M,20-39,2
2015,Sri Lanka,Asien,M,60-79,2
2015,Indonesien,Asien,M,40-59,1
2015,Deutschland,Europa,W,60-79,20
2015,Suedkorea,Asien,W,0-19,1
2015,Kamerun,Afrika,W,40-59,1
2015,Kosovo,Europa,W,0-19,40
2015,Griechenland,Europa,W,40-59,1
2015,Montenegro,Europa,M,20-39,1
2014,Schweden,Europa,M,0-19,3
2014,Spanien,Europa,M,0-19,13
2014,Dominikanische Republik,Amerika,M,0-19,6
2014,Brasilien,Amerika,W,40-59,8
2014,Niederlande,Europa,W,20-39,2
2014,Somalia,Afrika,W,40-59,1
2014,Nigeria,Afrika,M,20-39,1
2014,Kenia,Afrika,W,0-19,1
2014,Ghana,Afrika,W,20-39,2
2014,Aethiopien,Afrika,M,20-39,2
2014,Lettland,Europa,W,20-39,1
2014,Kosovo,Europa,M,0-19,16
2014,Montenegro,Europa,W,20-39,0
2014,Pakistan,Asien,W,0-19,5
2014,Bosnien und Herzegowina,Europa,M,20-39,9
2014,Schweden,Europa,W,0-19,1
2014,Rumaenien,Europa,M,60-79,1
2014,Rumaenien,Europa,M,40-59,1
2014,Griechenland,Europa,W,40-59,3
2014,Syrien,Asien,M,20-39,3
2014,Italien,Europa,M,20-39,40
2014,Grossbritannien,Europa,M,60-79,2
2014,Italien,Europa,W,0-19,19
2014,Frankreich,Europa,W,20-39,5
2014,Spanien,Europa,W,0-19,12
2014,Guatemala,Amerika,W,40-59,1
2014,Finnland,Europa,W,0-19,2
2014,Deutschland,Europa,W,0-19,27
2014,Deutschland,Europa,M,0-19,47
2014,Italien,Europa,W,60-79,8
2014,Portugal,Europa,M,0-19,21
2014,Norwegen,Europa,M,0-19,1
2014,Luxemburg,Europa,M,40-59,1
2014,Kroatien,Europa,M,40-59,9
2014,Kosovo,Europa,W,0-19,34
2014,Bosnien und Herzegowina,Europa,W,20-39,12
2014,Philippinen,Asien,W,0-19,1
2014,Ukraine,Europa,M,0-19,3
2014,Kongo (Brazzaville),Afrika,W,0-19,1
2014,Vietnam,Asien,M,40-59,1
2014,Ecuador,Amerika,W,40-59,1
2014,Pakistan,Asien,W,40-59,2
2014,Iran,Asien,W,60-79,1
2014,Algerien,Afrika,W,0-19,2
2014,Iran,Asien,M,40-59,5
2014,Belarus,Europa,W,20-39,2
2014,Ecuador,Amerika,M,20-39,1
2014,Bangladesch,Asien,W,20-39,4
2014,Montenegro,Europa,M,20-39,1
2014,Jemen,Asien,M,20-39,1
2014,Israel,Asien,M,0-19,2
2014,Jordanien,Asien,W,20-39,2
2014,Ungarn,Europa,M,40-59,2
2014,Pakistan,Asien,M,20-39,6
2014,Vietnam,Asien,M,0-19,1
2014,Vietnam,Asien,W,40-59,1
2014,Bangladesch,Asien,W,0-19,6
2014,Philippinen,Asien,M,40-59,2
2014,Staatenlos,Unzuteilbar,M,40-59,1
2014,Tuerkei,Europa,W,0-19,25
2014,Slowakei,Europa,W,0-19,1
2014,Serbien,Europa,M,60-79,4
2014,Deutschland,Europa,W,20-39,69
2014,Serbien,Europa,W,60-79,3
2014,Slowakei,Europa,W,40-59,1
2014,Deutschland,Europa,M,60-79,21
2014,Italien,Europa,M,80-99,1
2014,Peru,Amerika,M,0-19,1
2014,Slowenien,Europa,W,20-39,2
2014,Slowenien,Europa,W,0-19,1
2014,Tuerkei,Europa,W,60-79,1
2014,Griechenland,Europa,W,0-19,3
2014,Ungarn,Europa,W,20-39,2
2014,Bosnien und Herzegowina,Europa,W,0-19,10
2014,Griechenland,Europa,M,60-79,1
2014,Libanon,Asien,W,20-39,3
2014,Frankreich,Europa,W,40-59,7
2014,Italien,Europa,M,40-59,61
2014,Angola,Afrika,W,0-19,4
2014,Frankreich,Europa,M,20-39,6
2014,Afghanistan,Asien,M,40-59,3
2014,Frankreich,Europa,M,60-79,1
2014,Frankreich,Europa,W,0-19,3
2014,Indien,Asien,W,40-59,2
2014,Belgien,Europa,M,20-39,1
2014,Pakistan,Asien,W,20-39,6
2014,Schweden,Europa,M,40-59,3
2014,Deutschland,Europa,W,60-79,14
2014,Irak,Asien,M,40-59,9
2014,Indien,Asien,W,20-39,1
2014,Syrien,Asien,W,0-19,1
2014,Algerien,Afrika,W,20-39,2
2014,Belgien,Europa,W,20-39,2
2014,Afghanistan,Asien,M,20-39,2
2014,Deutschland,Europa,W,40-59,106
2014,Deutschland,Europa,M,40-59,141
2014,Russland,Europa,W,40-59,10
2014,Bulgarien,Europa,M,20-39,2
2014,Deutschland,Europa,M,20-39,47
2014,Afghanistan,Asien,W,0-19,6
2014,Albanien,Europa,M,0-19,2
2014,China,Asien,M,40-59,2
2014,Uruguay,Amerika,W,40-59,1
2014,Afghanistan,Asien,W,40-59,5
2014,Sri Lanka,Asien,W,0-19,14
2014,Libanon,Asien,M,20-39,3
2014,Sri Lanka,Asien,M,40-59,9
2014,Libanon,Asien,M,40-59,6
2014,Sri Lanka,Asien,M,20-39,6
2014,China,Asien,W,20-39,8
2014,China,Asien,W,40-59,5
2014,Sri Lanka,Asien,M,0-19,20
2014,Thailand,Asien,M,40-59,1
2014,Costa Rica,Amerika,M,20-39,1
2014,Sri Lanka,Asien,W,20-39,11
2014,Dominikanische Republik,Amerika,W,40-59,3
2014,Kosovo,Europa,W,40-59,8
2014,Mazedonien,Europa,M,40-59,5
2014,Luxemburg,Europa,W,20-39,2
2014,USA,Amerika,W,20-39,6
2014,USA,Amerika,W,40-59,9
2014,Albanien,Europa,M,20-39,1
2014,Bulgarien,Europa,W,20-39,7
2014,Finnland,Europa,W,20-39,1
2014,Bulgarien,Europa,W,40-59,1
2014,Belgien,Europa,W,40-59,1
2014,Frankreich,Europa,M,40-59,13
2014,USA,Amerika,W,60-79,1
2014,Tuerkei,Europa,M,20-39,31
2014,Marokko,Afrika,M,0-19,4
2014,Afghanistan,Asien,M,0-19,3
2014,Griechenland,Europa,M,20-39,4
2014,Indien,Asien,M,0-19,2
2014,Irland,Europa,M,40-59,1
2014,Indonesien,Asien,M,40-59,1
2014,Finnland,Europa,W,40-59,2
2014,Albanien,Europa,W,20-39,1
2014,Venezuela,Amerika,M,20-39,1
2014,Schweden,Europa,W,60-79,1
2014,Philippinen,Asien,M,0-19,3
2014,Spanien,Europa,W,40-59,21
2014,USA,Amerika,M,60-79,3
2014,USA,Amerika,W,0-19,2
2014,Grossbritannien,Europa,M,20-39,3
2014,Tuerkei,Europa,W,20-39,29
2014,Pakistan,Asien,M,60-79,1
2014,Oesterreich,Europa,W,60-79,5
2014,Polen,Europa,M,20-39,1
2014,USA,Amerika,M,20-39,6
2014,Portugal,Europa,M,20-39,10
2014,Nigeria,Afrika,W,40-59,1
2014,Grossbritannien,Europa,M,0-19,9
2014,Spanien,Europa,M,40-59,17
2014,Oesterreich,Europa,W,0-19,4
2014,Polen,Europa,M,40-59,2
2014,Dominikanische Republik,Amerika,M,40-59,1
2014,Venezuela,Amerika,W,40-59,1
2014,Portugal,Europa,W,20-39,17
2014,Rumaenien,Europa,M,20-39,1
2014,USA,Amerika,M,0-19,7
2014,Portugal,Europa,W,0-19,34
2014,Philippinen,Asien,W,40-59,1
2014,Pakistan,Asien,M,40-59,5
2014,Schweden,Europa,M,60-79,1
2014,Portugal,Europa,M,40-59,21
2014,Rumaenien,Europa,W,40-59,2
2014,Spanien,Europa,W,20-39,14
2014,Grossbritannien,Europa,W,40-59,6
2014,Oesterreich,Europa,M,0-19,2
2014,Thailand,Asien,M,20-39,1
2014,Griechenland,Europa,M,40-59,4
2014,Paraguay,Amerika,M,20-39,1
2014,Grossbritannien,Europa,W,60-79,1
2014,Thailand,Asien,M,0-19,2
2014,Tuerkei,Europa,M,40-59,16
2014,Niederlande,Europa,W,0-19,1
2014,Polen,Europa,W,0-19,1
2014,Tuerkei,Europa,M,60-79,3
2014,Kolumbien,Amerika,W,0-19,1
2014,Kosovo,Europa,M,20-39,27
2014,Schweden,Europa,M,20-39,2
2014,Schweden,Europa,W,40-59,3
2014,Angola,Afrika,M,20-39,2
2014,Slowakei,Europa,W,20-39,5
2014,Ungarn,Europa,M,0-19,1
2014,Kroatien,Europa,W,40-59,14
2014,Bosnien und Herzegowina,Europa,M,60-79,1
2014,Tuerkei,Europa,M,0-19,26
2014,Singapur,Asien,M,40-59,1
2014,Mazedonien,Europa,M,20-39,14
2014,Ukraine,Europa,W,0-19,1
2014,Peru,Amerika,W,20-39,8
2014,Russland,Europa,W,20-39,11
2014,Malaysia,Asien,W,20-39,1
2014,Ukraine,Europa,W,40-59,3
2014,Angola,Afrika,W,20-39,5
2014,Philippinen,Asien,W,20-39,5
2014,Schweden,Europa,W,20-39,3
2014,Kongo (Brazzaville),Afrika,M,0-19,2
2014,Angola,Afrika,M,40-59,1
2014,Serbien,Europa,M,40-59,24
2014,Suedafrika,Afrika,M,40-59,1
2014,Tunesien,Afrika,M,0-19,3
2014,Belarus,Europa,W,40-59,1
2014,Vietnam,Asien,W,0-19,1
2014,Chile,Amerika,W,0-19,2
2014,Peru,Amerika,M,20-39,2
2014,Ukraine,Europa,W,20-39,7
2014,Tuerkei,Europa,W,40-59,17
2014,Portugal,Europa,W,40-59,12
2014,Aegypten,Afrika,M,20-39,5
2014,Peru,Amerika,M,40-59,1
2014,USA,Amerika,M,40-59,13
2014,Ecuador,Amerika,M,0-19,1
2014,Algerien,Afrika,W,40-59,3
2014,Indien,Asien,M,60-79,2
2014,Ecuador,Amerika,W,0-19,1
2014,China,Asien,M,0-19,5
2014,Spanien,Europa,W,60-79,6
2014,Elfenbeinkueste,Afrika,W,0-19,2
2014,Togo,Afrika,M,40-59,1
2014,Iran,Asien,M,20-39,2
2014,Indien,Asien,W,0-19,2
2014,Ungarn,Europa,M,60-79,1
2014,Slowenien,Europa,M,0-19,3
2014,Spanien,Europa,M,20-39,10
2014,Tschechische Republik,Europa,W,40-59,3
2014,Serbien,Europa,M,20-39,28
2014,Kolumbien,Amerika,M,20-39,2
2014,Kroatien,Europa,M,60-79,1
2014,Iran,Asien,W,40-59,5
2014,Jordanien,Asien,M,40-59,1
2014,Kroatien,Europa,W,20-39,19
2014,Mexiko,Amerika,M,20-39,5
2014,Serbien,Europa,M,0-19,29
2014,Bosnien und Herzegowina,Europa,M,0-19,7
2014,Griechenland,Europa,W,20-39,4
2014,Polen,Europa,W,40-59,5
2014,Slowenien,Europa,M,40-59,1
2014,Bosnien und Herzegowina,Europa,W,40-59,11
2014,Kuba,Amerika,M,20-39,5
2014,Libanon,Asien,W,0-19,5
2014,Mazedonien,Europa,M,0-19,16
2014,Mazedonien,Europa,W,0-19,10
2014,Algerien,Afrika,M,40-59,1
2014,Oesterreich,Europa,W,20-39,2
2014,Mazedonien,Europa,W,40-59,6
2014,Algerien,Afrika,M,20-39,2
2014,Oesterreich,Europa,M,80-99,1
2014,Kolumbien,Amerika,W,20-39,5
2014,Elfenbeinkueste,Afrika,M,0-19,2
2014,Angola,Afrika,W,40-59,1
2014,Kolumbien,Amerika,W,40-59,4
2014,Ghana,Afrika,M,20-39,1
2014,Irak,Asien,W,0-19,10
2014,Kamerun,Afrika,W,40-59,2
2014,Polen,Europa,W,20-39,6
2014,Aethiopien,Afrika,W,0-19,2
2014,Venezuela,Amerika,W,20-39,2
2014,Honduras,Amerika,W,20-39,1
2014,Oesterreich,Europa,W,40-59,4
2014,Gambia,Afrika,M,20-39,1
2014,Kongo (Kinshasa),Afrika,M,40-59,1
2014,Kanada,Amerika,W,60-79,1
2014,Iran,Asien,W,20-39,2
2014,Indonesien,Asien,W,0-19,1
2014,Nigeria,Afrika,M,40-59,2
2014,Marokko,Afrika,W,40-59,3
2014,Polen,Europa,W,60-79,1
2014,Marokko,Afrika,W,20-39,2
2014,Simbabwe,Afrika,W,0-19,0
2014,Trinidad und Tobago,Amerika,M,20-39,1
2014,Thailand,Asien,W,20-39,4
2014,Kanada,Amerika,W,20-39,2
2014,Kenia,Afrika,W,20-39,1
2014,Tunesien,Afrika,W,40-59,2
2014,Brasilien,Amerika,W,0-19,5
2014,Oesterreich,Europa,M,40-59,11
2014,Aserbaidschan,Asien,W,0-19,1
2014,Aegypten,Afrika,M,0-19,2
2014,Tunesien,Afrika,W,0-19,4
2014,Nigeria,Afrika,W,0-19,1
2014,Aegypten,Afrika,M,60-79,1
2014,Argentinien,Amerika,W,20-39,1
2014,Eritrea,Afrika,W,20-39,1
2014,Kanada,Amerika,M,40-59,2
2014,Bolivien,Amerika,W,20-39,2
2014,Kanada,Amerika,M,60-79,1
2014,Neuseeland,Ozeanien,M,40-59,1
2014,Tschechische Republik,Europa,W,0-19,1
2014,Australien,Ozeanien,W,0-19,2
2014,Brasilien,Amerika,M,20-39,7
2014,Montenegro,Europa,M,40-59,1
2014,Chile,Amerika,W,60-79,1
2014,Israel,Asien,M,40-59,5
2014,Brasilien,Amerika,W,20-39,19
2014,Bolivien,Amerika,W,40-59,1
2014,Tunesien,Afrika,M,20-39,4
2014,Kolumbien,Amerika,M,0-19,2
2014,China,Asien,M,20-39,4
2014,Serbien,Europa,W,20-39,35
2014,Rumaenien,Europa,M,0-19,1
2014,Peru,Amerika,W,40-59,1
2014,Russland,Europa,M,0-19,2
2014,Chile,Amerika,M,40-59,4
2014,Argentinien,Amerika,W,40-59,1
2014,Eritrea,Afrika,M,40-59,2
2014,Tunesien,Afrika,M,40-59,1
2014,Aserbaidschan,Asien,M,0-19,1
2014,Israel,Asien,M,20-39,4
2014,Russland,Europa,M,20-39,1
2014,Ukraine,Europa,M,20-39,1
2014,Vietnam,Asien,W,20-39,3
2014,Guinea-Bissau,Afrika,M,20-39,1
2014,Armenien,Asien,W,40-59,2
2014,Argentinien,Amerika,M,40-59,2
2014,Brasilien,Amerika,W,60-79,1
2014,Australien,Ozeanien,M,40-59,1
2014,Syrien,Asien,W,20-39,3
2014,Albanien,Europa,M,40-59,1
2014,Kosovo,Europa,M,60-79,1
2014,Lettland,Europa,W,40-59,1
2014,Eritrea,Afrika,M,0-19,1
2014,Neuseeland,Ozeanien,M,20-39,1
2014,Tunesien,Afrika,M,60-79,1
